row	col	cor	p	abs
Streptococcus_thermophilus	Kosakonia_quasisacchari	0.145604	0.0	0.145604
Megasphaera_massiliensis	Kosakonia_quasisacchari	0.134528	0.0	0.134528
Lachnospira_eligens	Kosakonia_quasisacchari	-0.134133	0.0	0.134133
Clostridium_indicum	Kosakonia_quasisacchari	0.115757	0.0	0.115757
Vescimonas_fastidiosa	Kosakonia_quasisacchari	-0.134604	0.0	0.134604
Blautia_luti	Kosakonia_quasisacchari	-0.117997	0.0	0.117997
Marseillibacter_massiliensis	Kosakonia_quasisacchari	-0.153557	0.0	0.153557
Alistipes_shahii	Kosakonia_quasisacchari	-0.112279	0.0	0.112279
Faecalibacterium_butyricigenerans	Kosakonia_quasisacchari	-0.100296	0.0	0.100296
Roseburia_inulinivorans	Kosakonia_quasisacchari	-0.117752	0.0	0.117752
Faecalibacterium_hattorii	Kosakonia_quasisacchari	-0.107995	0.0	0.107995
Pseudomonas_paraversuta	Kosakonia_quasisacchari	0.158378	0.0	0.158378
Acidaminococcus_intestini	Phascolarctobacterium_faecium	0.178625	0.0	0.178625
Parabacteroides_distasonis	Phascolarctobacterium_faecium	0.162815	0.0	0.162815
Streptococcus_thermophilus	Phascolarctobacterium_faecium	0.255914	0.0	0.255914
Megasphaera_massiliensis	Phascolarctobacterium_faecium	0.21483	0.0	0.21483
Enterocloster_bolteae	Phascolarctobacterium_faecium	0.117188	0.0	0.117188
Eubacterium_coprostanoligenes	Phascolarctobacterium_faecium	-0.189317	0.0	0.189317
Lachnospira_eligens	Phascolarctobacterium_faecium	-0.103692	0.0	0.103692
Odoribacter_splanchnicus	Phascolarctobacterium_faecium	0.265715	0.0	0.265715
Dialister_invisus	Phascolarctobacterium_faecium	-0.128307	0.0	0.128307
Flavonifractor_plautii	Phascolarctobacterium_faecium	0.112759	0.0	0.112759
Solibaculum_mannosilyticum	Phascolarctobacterium_faecium	0.254478	0.0	0.254478
Alistipes_shahii	Phascolarctobacterium_faecium	-0.143262	0.0	0.143262
Roseburia_inulinivorans	Phascolarctobacterium_faecium	-0.144031	0.0	0.144031
Alistipes_megaguti	Phascolarctobacterium_faecium	0.135837	0.0	0.135837
Blautia_caecimuris	Phascolarctobacterium_faecium	0.120991	0.012	0.120991
Gehongia_tenuis	Phascolarctobacterium_faecium	-0.111105	0.0	0.111105
Romboutsia_timonensis	Phascolarctobacterium_faecium	0.140784	0.0	0.140784
Sporobacter_termitidis	Phascolarctobacterium_faecium	-0.132925	0.0	0.132925
Paraprevotella_clara	Phascolarctobacterium_faecium	0.109937	0.0	0.109937
Alistipes_communis	Phascolarctobacterium_faecium	-0.131432	0.0	0.131432
Metalysinibacillus_jejuensis	Phascolarctobacterium_faecium	-0.112384	0.0	0.112384
Anaerotruncus_massiliensis	Phascolarctobacterium_faecium	0.112797	0.0	0.112797
Citrobacter_cronae	Phocaeicola_dorei	-0.103001	0.0	0.103001
Pseudescherichia_vulneris	Phocaeicola_dorei	-0.184699	0.0	0.184699
Acidaminococcus_intestini	Phocaeicola_dorei	-0.110135	0.0	0.110135
Bacteroides_ovatus	Phocaeicola_dorei	0.107267	0.0	0.107267
Blautia_provencensis	Phocaeicola_dorei	-0.157043	0.0	0.157043
Streptococcus_thermophilus	Phocaeicola_dorei	-0.116476	0.0	0.116476
Blautia_faecis	Phocaeicola_dorei	-0.121915	0.0	0.121915
Flintibacter_butyricus	Phocaeicola_dorei	-0.113979	0.0	0.113979
Waltera_intestinalis	Phocaeicola_dorei	0.127567	0.0	0.127567
Anaerostipes_hadrus	Phocaeicola_dorei	-0.110735	0.0	0.110735
Clostridium_indicum	Phocaeicola_dorei	-0.102739	0.0	0.102739
Bifidobacterium_miconisargentati	Phocaeicola_dorei	-0.133515	0.0	0.133515
Marseillibacter_massiliensis	Phocaeicola_dorei	0.133019	0.0	0.133019
Faecalibacterium_butyricigenerans	Phocaeicola_dorei	0.145937	0.0	0.145937
Pseudoruminococcus_massiliensis	Phocaeicola_dorei	0.14117	0.0	0.14117
Anaerobutyricum_soehngenii	Phocaeicola_dorei	-0.120073	0.0	0.120073
Anaerobutyricum_hallii	Phocaeicola_dorei	-0.109479	0.0	0.109479
Gemmiger_gallinarum	Phocaeicola_dorei	0.14905	0.0	0.14905
Bacteroides_cellulosilyticus	Phocaeicola_dorei	0.121402	0.0	0.121402
Bacteroides_thetaiotaomicron	Phocaeicola_dorei	0.116242	0.0	0.116242
Anaeromassilibacillus_senegalensis	Phocaeicola_dorei	0.140238	0.0	0.140238
Oscillibacter_valericigenes	Phocaeicola_dorei	0.120348	0.0	0.120348
Bacteroides_fragilis	Bacteroides_caccae	-0.145338	0.0	0.145338
Alistipes_onderdonkii	Bacteroides_caccae	0.100317	0.0	0.100317
Ruminococcus_torques	Bacteroides_caccae	0.118002	0.0	0.118002
Eisenbergiella_tayi	Bacteroides_caccae	0.137605	0.0	0.137605
Faecalibacterium_prausnitzii	Bacteroides_stercoris	0.103867	0.0	0.103867
Bacteroides_fragilis	Bacteroides_stercoris	-0.139555	0.0	0.139555
Parabacteroides_merdae	Bacteroides_stercoris	0.148923	0.0	0.148923
Phocaeicola_massiliensis	Bacteroides_stercoris	0.157837	0.0	0.157837
Acidaminococcus_intestini	Bacteroides_stercoris	0.117394	0.0	0.117394
Phocaeicola_plebeius	Bacteroides_stercoris	0.100709	0.0	0.100709
Ruthenibacterium_lactatiformans	Bacteroides_stercoris	-0.10308	0.0	0.10308
Faecalibacterium_prausnitzii	Bacteroides_zhangwenhongii	0.207545	0.0	0.207545
Faecalibacterium_duncaniae	Bacteroides_zhangwenhongii	0.149769	0.0	0.149769
Akkermansia_muciniphila	Bacteroides_zhangwenhongii	0.161796	0.0	0.161796
Pseudescherichia_vulneris	Bacteroides_zhangwenhongii	0.291235	0.0	0.291235
Ruminococcus_bromii	Bacteroides_zhangwenhongii	-0.116097	0.0	0.116097
Blautia_provencensis	Bacteroides_zhangwenhongii	0.283491	0.0	0.283491
Barnesiella_intestinihominis	Bacteroides_zhangwenhongii	-0.145941	0.0	0.145941
Bacteroides_timonensis	Bacteroides_zhangwenhongii	0.23798	0.0	0.23798
Dysosmobacter_welbionis	Bacteroides_zhangwenhongii	0.181696	0.0	0.181696
Ruminococcus_gnavus	Bacteroides_zhangwenhongii	0.110858	0.0	0.110858
Eubacterium_coprostanoligenes	Bacteroides_zhangwenhongii	-0.157175	0.0	0.157175
Blautia_faecis	Bacteroides_zhangwenhongii	0.333185	0.0	0.333185
Coprococcus_phoceensis	Bacteroides_zhangwenhongii	0.102641	0.0	0.102641
Lachnospira_eligens	Bacteroides_zhangwenhongii	-0.11297	0.0	0.11297
Flintibacter_butyricus	Bacteroides_zhangwenhongii	0.123513	0.0	0.123513
Dialister_invisus	Bacteroides_zhangwenhongii	-0.197464	0.0	0.197464
Clostridium_indicum	Bacteroides_zhangwenhongii	0.209282	0.0	0.209282
Flavonifractor_plautii	Bacteroides_zhangwenhongii	0.184878	0.0	0.184878
Vescimonas_fastidiosa	Bacteroides_zhangwenhongii	-0.114761	0.0	0.114761
Lachnoclostridium_edouardi	Bacteroides_zhangwenhongii	0.116595	0.0	0.116595
Solibaculum_mannosilyticum	Bacteroides_zhangwenhongii	0.119097	0.0	0.119097
Marseillibacter_massiliensis	Bacteroides_zhangwenhongii	-0.28312	0.0	0.28312
Ruminococcoides_bili	Bacteroides_zhangwenhongii	-0.17873	0.0	0.17873
Faecalibacterium_butyricigenerans	Bacteroides_zhangwenhongii	-0.287245	0.0	0.287245
Eisenbergiella_tayi	Bacteroides_zhangwenhongii	0.126945	0.0	0.126945
Clostridium_porci	Bacteroides_zhangwenhongii	0.105528	0.0	0.105528
Intestinimonas_massiliensis	Bacteroides_zhangwenhongii	-0.104485	0.0	0.104485
Escherichia_fergusonii	Bacteroides_zhangwenhongii	-0.189929	0.0	0.189929
Lacrimispora_sphenoides	Bacteroides_zhangwenhongii	0.105023	0.0	0.105023
Intestinimonas_timonensis	Bacteroides_zhangwenhongii	0.119899	0.0	0.119899
Enterobacter_quasihormaechei	Bacteroides_zhangwenhongii	-0.151711	0.0	0.151711
Anaerotignum_lactatifermentans	Bacteroides_zhangwenhongii	0.119658	0.0	0.119658
Blautia_caecimuris	Bacteroides_zhangwenhongii	0.14929	0.0	0.14929
Pseudoruminococcus_massiliensis	Bacteroides_zhangwenhongii	-0.190767	0.0	0.190767
Anaerobutyricum_soehngenii	Bacteroides_zhangwenhongii	0.129938	0.0	0.129938
Anaerobutyricum_hallii	Bacteroides_zhangwenhongii	0.111802	0.0	0.111802
Sporobacter_termitidis	Bacteroides_zhangwenhongii	0.182295	0.0	0.182295
Frisingicoccus_caecimuris	Bacteroides_zhangwenhongii	0.105434	0.0	0.105434
Gemmiger_gallinarum	Bacteroides_zhangwenhongii	-0.27382	0.0	0.27382
Faecalibacterium_hattorii	Bacteroides_zhangwenhongii	-0.151099	0.0	0.151099
Paraprevotella_clara	Bacteroides_zhangwenhongii	-0.108705	0.0	0.108705
Massilioclostridium_coli	Bacteroides_zhangwenhongii	-0.121307	0.0	0.121307
Bacteroides_cellulosilyticus	Bacteroides_zhangwenhongii	-0.247173	0.0	0.247173
Bacteroides_thetaiotaomicron	Bacteroides_zhangwenhongii	-0.322917	0.0	0.322917
Neglectibacter_timonensis	Bacteroides_zhangwenhongii	-0.138848	0.0	0.138848
Anaeromassilibacillus_senegalensis	Bacteroides_zhangwenhongii	-0.213004	0.0	0.213004
Anaerotruncus_massiliensis	Bacteroides_zhangwenhongii	-0.112002	0.0	0.112002
Kiloniella_antarctica	Bacteroides_zhangwenhongii	0.131296	0.0	0.131296
Breznakia_pachnodae	Bacteroides_zhangwenhongii	-0.11336	0.0	0.11336
Shigella_sonnei	Bacteroides_zhangwenhongii	-0.105496	0.0	0.105496
Oscillibacter_valericigenes	Bacteroides_zhangwenhongii	-0.197645	0.0	0.197645
Faecalibacterium_duncaniae	Faecalibacterium_prausnitzii	0.390846	0.0	0.390846
Pseudescherichia_vulneris	Faecalibacterium_prausnitzii	0.105399	0.0	0.105399
Eubacterium_rectale	Faecalibacterium_prausnitzii	0.15065	0.0	0.15065
Vescimonas_coprocola	Faecalibacterium_prausnitzii	0.290554	0.0	0.290554
Blautia_provencensis	Faecalibacterium_prausnitzii	0.215545	0.0	0.215545
Proteus_mirabilis	Faecalibacterium_prausnitzii	-0.121279	0.0	0.121279
Bacteroides_timonensis	Faecalibacterium_prausnitzii	0.195572	0.0	0.195572
Ruthenibacterium_lactatiformans	Faecalibacterium_prausnitzii	-0.168703	0.0	0.168703
Ruminococcus_gnavus	Faecalibacterium_prausnitzii	-0.126782	0.0	0.126782
Ruminococcus_champanellensis	Faecalibacterium_prausnitzii	0.210955	0.0	0.210955
Fusicatenibacter_saccharivorans	Faecalibacterium_prausnitzii	0.199118	0.0	0.199118
Parasutterella_excrementihominis	Faecalibacterium_prausnitzii	0.102455	0.0	0.102455
Blautia_faecis	Faecalibacterium_prausnitzii	0.291301	0.0	0.291301
Lachnospira_eligens	Faecalibacterium_prausnitzii	0.159031	0.0	0.159031
Dialister_invisus	Faecalibacterium_prausnitzii	-0.14554	0.0	0.14554
Flavonifractor_plautii	Faecalibacterium_prausnitzii	-0.112794	0.0	0.112794
Faecalibacterium_butyricigenerans	Faecalibacterium_prausnitzii	-0.320115	0.0	0.320115
Acutalibacter_muris	Faecalibacterium_prausnitzii	0.123102	0.0	0.123102
Eisenbergiella_tayi	Faecalibacterium_prausnitzii	-0.119629	0.0	0.119629
Roseburia_inulinivorans	Faecalibacterium_prausnitzii	0.126977	0.0	0.126977
Intestinimonas_massiliensis	Faecalibacterium_prausnitzii	-0.192151	0.0	0.192151
Escherichia_fergusonii	Faecalibacterium_prausnitzii	-0.22805	0.0	0.22805
Lacrimispora_sphenoides	Faecalibacterium_prausnitzii	0.133706	0.0	0.133706
Congzhengia_minquanensis	Faecalibacterium_prausnitzii	0.169458	0.0	0.169458
Dorea_longicatena	Faecalibacterium_prausnitzii	0.153633	0.0	0.153633
Clostridium_leptum	Faecalibacterium_prausnitzii	-0.123581	0.0	0.123581
Enterobacter_quasihormaechei	Faecalibacterium_prausnitzii	-0.148655	0.0	0.148655
Blautia_caecimuris	Faecalibacterium_prausnitzii	-0.11292	0.0	0.11292
Gehongia_tenuis	Faecalibacterium_prausnitzii	-0.104297	0.0	0.104297
Blautia_obeum	Faecalibacterium_prausnitzii	0.155039	0.0	0.155039
Pseudoruminococcus_massiliensis	Faecalibacterium_prausnitzii	-0.129166	0.0	0.129166
Roseburia_faecis	Faecalibacterium_prausnitzii	0.121414	0.0	0.121414
Mediterraneibacter_faecis	Faecalibacterium_prausnitzii	0.164079	0.0	0.164079
Sporobacter_termitidis	Faecalibacterium_prausnitzii	0.258455	0.0	0.258455
Frisingicoccus_caecimuris	Faecalibacterium_prausnitzii	-0.133262	0.0	0.133262
Butyricicoccus_faecihominis	Faecalibacterium_prausnitzii	0.141836	0.0	0.141836
Paraprevotella_clara	Faecalibacterium_prausnitzii	-0.113127	0.0	0.113127
Sutterella_wadsworthensis	Faecalibacterium_prausnitzii	-0.100085	0.0	0.100085
Prevotella_hominis	Faecalibacterium_prausnitzii	-0.114458	0.0	0.114458
Bacteroides_cellulosilyticus	Faecalibacterium_prausnitzii	-0.197593	0.0	0.197593
Bacteroides_thetaiotaomicron	Faecalibacterium_prausnitzii	-0.253732	0.0	0.253732
Neglectibacter_timonensis	Faecalibacterium_prausnitzii	-0.131776	0.0	0.131776
Anaeromassilibacillus_senegalensis	Faecalibacterium_prausnitzii	-0.120377	0.0	0.120377
Pseudocitrobacter_vendiensis	Faecalibacterium_prausnitzii	-0.110194	0.0	0.110194
Metalysinibacillus_jejuensis	Faecalibacterium_prausnitzii	0.136571	0.0	0.136571
Anaerotruncus_massiliensis	Faecalibacterium_prausnitzii	-0.129128	0.0	0.129128
Bacteroides_clarus	Faecalibacterium_prausnitzii	-0.113672	0.0	0.113672
Shigella_sonnei	Faecalibacterium_prausnitzii	-0.124408	0.0	0.124408
Lactobacillus_amylovorus	Faecalibacterium_prausnitzii	-0.128301	0.0	0.128301
Eubacterium_rectale	Faecalibacterium_duncaniae	0.229838	0.0	0.229838
Ruminococcus_torques	Faecalibacterium_duncaniae	-0.102168	0.0	0.102168
Vescimonas_coprocola	Faecalibacterium_duncaniae	0.20711	0.0	0.20711
Bacteroides_ovatus	Faecalibacterium_duncaniae	0.112086	0.0	0.112086
Parabacteroides_distasonis	Faecalibacterium_duncaniae	-0.144139	0.0	0.144139
Gemmiger_formicilis	Faecalibacterium_duncaniae	-0.113182	0.0	0.113182
Blautia_provencensis	Faecalibacterium_duncaniae	0.314382	0.0	0.314382
Bacteroides_timonensis	Faecalibacterium_duncaniae	0.14673	0.0	0.14673
Dysosmobacter_welbionis	Faecalibacterium_duncaniae	-0.141455	0.0	0.141455
Ruthenibacterium_lactatiformans	Faecalibacterium_duncaniae	-0.182421	0.0	0.182421
Eubacterium_siraeum	Faecalibacterium_duncaniae	0.114684	0.0	0.114684
Ruminococcus_gnavus	Faecalibacterium_duncaniae	-0.149081	0.0	0.149081
Ruminococcus_champanellensis	Faecalibacterium_duncaniae	0.251451	0.0	0.251451
Bifidobacterium_longum	Faecalibacterium_duncaniae	-0.13558	0.0	0.13558
Fusicatenibacter_saccharivorans	Faecalibacterium_duncaniae	0.316451	0.0	0.316451
Eubacterium_coprostanoligenes	Faecalibacterium_duncaniae	-0.155774	0.0	0.155774
Blautia_faecis	Faecalibacterium_duncaniae	0.248279	0.0	0.248279
Lachnospira_eligens	Faecalibacterium_duncaniae	0.226098	0.0	0.226098
Anaerostipes_hadrus	Faecalibacterium_duncaniae	0.189692	0.0	0.189692
Flavonifractor_plautii	Faecalibacterium_duncaniae	-0.101832	0.0	0.101832
Lachnoclostridium_edouardi	Faecalibacterium_duncaniae	0.154526	0.0	0.154526
Solibaculum_mannosilyticum	Faecalibacterium_duncaniae	-0.101869	0.0	0.101869
Blautia_luti	Faecalibacterium_duncaniae	0.130491	0.0	0.130491
Faecalibacterium_butyricigenerans	Faecalibacterium_duncaniae	-0.34485	0.0	0.34485
Acutalibacter_muris	Faecalibacterium_duncaniae	0.135247	0.0	0.135247
Eisenbergiella_tayi	Faecalibacterium_duncaniae	-0.127261	0.0	0.127261
Kineothrix_alysoides	Faecalibacterium_duncaniae	-0.104507	0.0	0.104507
Roseburia_inulinivorans	Faecalibacterium_duncaniae	0.16535	0.0	0.16535
Intestinimonas_massiliensis	Faecalibacterium_duncaniae	-0.238918	0.0	0.238918
Escherichia_fergusonii	Faecalibacterium_duncaniae	-0.236176	0.0	0.236176
Lacrimispora_sphenoides	Faecalibacterium_duncaniae	0.146235	0.0	0.146235
Congzhengia_minquanensis	Faecalibacterium_duncaniae	0.119068	0.0	0.119068
Dorea_longicatena	Faecalibacterium_duncaniae	0.107951	0.0	0.107951
Clostridium_leptum	Faecalibacterium_duncaniae	-0.162309	0.0	0.162309
Blautia_caecimuris	Faecalibacterium_duncaniae	-0.112408	0.0	0.112408
Gehongia_tenuis	Faecalibacterium_duncaniae	-0.179372	0.0	0.179372
Blautia_obeum	Faecalibacterium_duncaniae	0.105397	0.0	0.105397
Pseudoruminococcus_massiliensis	Faecalibacterium_duncaniae	-0.116746	0.0	0.116746
Lactobacillus_gasseri	Faecalibacterium_duncaniae	-0.127442	0.0	0.127442
Roseburia_faecis	Faecalibacterium_duncaniae	0.165355	0.0	0.165355
Mediterraneibacter_faecis	Faecalibacterium_duncaniae	0.122524	0.0	0.122524
Sporobacter_termitidis	Faecalibacterium_duncaniae	0.170938	0.0	0.170938
Frisingicoccus_caecimuris	Faecalibacterium_duncaniae	-0.11295	0.0	0.11295
Faecalibacterium_hattorii	Faecalibacterium_duncaniae	0.219506	0.0	0.219506
Butyricicoccus_faecihominis	Faecalibacterium_duncaniae	0.167879	0.0	0.167879
Massilioclostridium_coli	Faecalibacterium_duncaniae	-0.155913	0.0	0.155913
Intestinimonas_butyriciproducens	Faecalibacterium_duncaniae	-0.115299	0.0	0.115299
Bacteroides_cellulosilyticus	Faecalibacterium_duncaniae	-0.169911	0.0	0.169911
Bacteroides_thetaiotaomicron	Faecalibacterium_duncaniae	-0.194442	0.0	0.194442
Neglectibacter_timonensis	Faecalibacterium_duncaniae	-0.123675	0.0	0.123675
Bacteroides_kribbi	Citrobacter_cronae	0.125941	0.0	0.125941
Proteus_mirabilis	Citrobacter_cronae	0.173805	0.0	0.173805
Pseudomonas_mangiferae	Citrobacter_cronae	0.134404	0.0	0.134404
Fusicatenibacter_saccharivorans	Citrobacter_cronae	-0.112268	0.0	0.112268
Eubacterium_coprostanoligenes	Citrobacter_cronae	-0.111604	0.0	0.111604
Flavonifractor_plautii	Citrobacter_cronae	0.11948	0.0	0.11948
Solibaculum_mannosilyticum	Citrobacter_cronae	0.119493	0.0	0.119493
Marseillibacter_massiliensis	Citrobacter_cronae	-0.11024	0.0	0.11024
Enterobacter_cloacae	Citrobacter_cronae	0.136631	0.0	0.136631
Pseudomonas_paraversuta	Citrobacter_cronae	0.115353	0.0	0.115353
Pseudescherichia_vulneris	Akkermansia_muciniphila	0.23647	0.0	0.23647
Alistipes_onderdonkii	Akkermansia_muciniphila	0.109303	0.0	0.109303
Eubacterium_rectale	Akkermansia_muciniphila	-0.135907	0.0	0.135907
Vescimonas_coprocola	Akkermansia_muciniphila	0.118573	0.0	0.118573
Parabacteroides_distasonis	Akkermansia_muciniphila	-0.115852	0.0	0.115852
Bacteroides_timonensis	Akkermansia_muciniphila	0.138945	0.0	0.138945
Dysosmobacter_welbionis	Akkermansia_muciniphila	0.171539	0.0	0.171539
Ruthenibacterium_lactatiformans	Akkermansia_muciniphila	0.133423	0.012	0.133423
Streptococcus_thermophilus	Akkermansia_muciniphila	-0.108472	0.0	0.108472
Waltera_intestinalis	Akkermansia_muciniphila	-0.137409	0.0	0.137409
Dialister_invisus	Akkermansia_muciniphila	-0.200124	0.0	0.200124
Roseburia_intestinalis	Akkermansia_muciniphila	-0.115628	0.0	0.115628
Marseillibacter_massiliensis	Akkermansia_muciniphila	-0.190456	0.0	0.190456
Ruminococcoides_bili	Akkermansia_muciniphila	-0.110946	0.0	0.110946
Eisenbergiella_tayi	Akkermansia_muciniphila	0.149266	0.0	0.149266
Intestinimonas_massiliensis	Akkermansia_muciniphila	0.100889	0.0	0.100889
Bilophila_wadsworthia	Akkermansia_muciniphila	0.143033	0.0	0.143033
Fournierella_massiliensis	Akkermansia_muciniphila	0.128531	0.0	0.128531
Intestinimonas_timonensis	Akkermansia_muciniphila	0.178478	0.0	0.178478
Methanobrevibacter_smithii	Akkermansia_muciniphila	0.192008	0.0	0.192008
Enterobacter_quasihormaechei	Akkermansia_muciniphila	-0.136039	0.0	0.136039
Gehongia_tenuis	Akkermansia_muciniphila	0.19816	0.0	0.19816
Guopingia_tenuis	Akkermansia_muciniphila	0.163248	0.0	0.163248
Mediterraneibacter_faecis	Akkermansia_muciniphila	0.103206	0.0	0.103206
Parabacteroides_goldsteinii	Akkermansia_muciniphila	0.115132	0.0	0.115132
Sporobacter_termitidis	Akkermansia_muciniphila	0.176102	0.0	0.176102
Frisingicoccus_caecimuris	Akkermansia_muciniphila	0.15047	0.0	0.15047
Gemmiger_gallinarum	Akkermansia_muciniphila	-0.239719	0.0	0.239719
Faecalibacterium_hattorii	Akkermansia_muciniphila	-0.203061	0.0	0.203061
Paraprevotella_clara	Akkermansia_muciniphila	-0.109253	0.0	0.109253
Intestinimonas_butyriciproducens	Akkermansia_muciniphila	0.109113	0.012	0.109113
Luoshenia_tenuis	Akkermansia_muciniphila	0.151311	0.0	0.151311
Bacteroides_cellulosilyticus	Akkermansia_muciniphila	-0.170844	0.0	0.170844
Bacteroides_thetaiotaomicron	Akkermansia_muciniphila	-0.220176	0.0	0.220176
Anaeromassilibacillus_senegalensis	Akkermansia_muciniphila	-0.210032	0.0	0.210032
Anaerotruncus_massiliensis	Akkermansia_muciniphila	-0.113709	0.0	0.113709
Anaerocolumna_jejuensis	Akkermansia_muciniphila	0.127973	0.0	0.127973
Breznakia_pachnodae	Akkermansia_muciniphila	-0.124292	0.0	0.124292
Oscillibacter_valericigenes	Akkermansia_muciniphila	-0.201516	0.0	0.201516
Phocaeicola_massiliensis	Bacteroides_fragilis	-0.264265	0.0	0.264265
Ruminococcus_torques	Bacteroides_fragilis	0.139065	0.0	0.139065
Ruthenibacterium_lactatiformans	Bacteroides_fragilis	0.130164	0.0	0.130164
Ruminococcus_gnavus	Bacteroides_fragilis	0.111747	0.0	0.111747
Enterocloster_bolteae	Bacteroides_fragilis	0.115411	0.0	0.115411
Dialister_invisus	Bacteroides_fragilis	0.101329	0.0	0.101329
Flavonifractor_plautii	Bacteroides_fragilis	0.127409	0.0	0.127409
Eubacterium_rectale	Pseudescherichia_vulneris	-0.137873	0.0	0.137873
Gemmiger_formicilis	Pseudescherichia_vulneris	-0.123658	0.0	0.123658
Blautia_provencensis	Pseudescherichia_vulneris	0.113692	0.0	0.113692
Proteus_mirabilis	Pseudescherichia_vulneris	0.118526	0.0	0.118526
Barnesiella_intestinihominis	Pseudescherichia_vulneris	-0.114009	0.0	0.114009
Bacteroides_timonensis	Pseudescherichia_vulneris	0.15157	0.0	0.15157
Dysosmobacter_welbionis	Pseudescherichia_vulneris	0.148754	0.0	0.148754
Pseudomonas_mangiferae	Pseudescherichia_vulneris	0.132935	0.0	0.132935
Ruthenibacterium_lactatiformans	Pseudescherichia_vulneris	0.117612	0.0	0.117612
Eubacterium_siraeum	Pseudescherichia_vulneris	-0.15642	0.0	0.15642
Ruminococcus_gnavus	Pseudescherichia_vulneris	0.153239	0.0	0.153239
Bifidobacterium_longum	Pseudescherichia_vulneris	0.135073	0.0	0.135073
Fenollaria_massiliensis	Pseudescherichia_vulneris	0.156858	0.0	0.156858
Eubacterium_coprostanoligenes	Pseudescherichia_vulneris	-0.103146	0.0	0.103146
